user_id,item_id,rating
emilyheskett,67022,5
katlynkemnitzer,22563,1
rebecca.freedman38,80238,3
Emerald,70538,4
Tamilee,52406,5
gmmarinelli,7443,5
seeing.death,75947,5
alyjane,21296,5
katlynkemnitzer,21296,4
Courtney,36172,5
bellaboo0728,54887,5
Alyse,27590,5
krmccoy86,32405,5
kim,49587,2
Megan,77625,5
r.lane1858,89042,4
sarah.cavicchi,32405,5
carmawitcher,77879,3
Rowan,16411,2
kalaura11,16411,1
Martha,67194,5
courtney.olinger,34935,5
sweetsugy,78227,1
rimurdaugh,28252,5
jennabell728,57369,5
sarah.cavicchi,84931,5
Jen,70478,5
chayn09,62447,5
Jordan,55967,2
Acsah,57369,5
Marisa,65046,3
magella.plourde,32403,4
jdmillington910,105202,5
Carly,105593,1
niki.deckers,108550,3
Nyambura,57369,1
Ingrid,54222,5
meadowsonbass,72816,2
diannejyc,64745,5
mikozenmiko,78224,5
Aimee,44893,4
emily.pacheco225,73186,5
Stephanie,69630,5
juxtapositioning,84928,3
leah,80427,3
juxtapositioning,16411,3
Mary,108550,5
Katelyn,32406,5
Gina,57369,5
Brandi,82288,5
carrie.a.kirkpatrick,82288,4
morningglorykw,82288,5
Lori,106758,5
justine,62447,3
Angele,22563,5
MELANIE,62447,4
esjohnson1286,77878,5
latin_gurl11590,21296,5
Lori,34935,5
rotarust,27439,4
kdods.pz,69157,4
clappjc,67194,5
Amy,24853,5
bridgetwhat,105593,5
Ellisha,71434,5
amy.schiavo,82092,2
gconnally,80427,5
jenene85,84928,4
Kelsey,31644,5
penamichelled,31644,3
Annie,61110,5
etteniotna2,67507,5
rubyycatt,69157,5
kristin,77625,4
angelanshanahan,77625,5
ddesalle,49525,5
starrlamia,31644,4
21newyorker4life,67022,4
ella.shir,49587,5
taandrad,50818,5
robyn.ann.hall,44261,5
ddesalle,44261,1
Caroline,70538,4
Renee,107043,4
meegafauna,70538,5
Renee,57369,1
myraechapman,44893,5
Lindsey,52406,4
efarmer,34935,5
damitch247,34935,4
jemma.cassidy,34935,3
lizmorgan92,32405,5
Kat,32405,5
liz.thaler,56780,5
blueeyedhoney_pie,32406,3
verafleischer,7443,1
kjbozner,7443,3
Leanne,82288,2
Molly,67531,5
Babs,34935,1
ddesalle,77803,3
Siri,84928,5
artsy215,59176,5
pederson_heather,71434,4
rachelelizabeth721,67197,5
gconnally,80841,3
Kandis,59176,5
happychica303,71434,3
crockett.le,31752,5
saritamizin,77998,3
aubrey_irvin,106242,5
cepctheworld,22563,4
shannon.wynne,64745,5
brookec_barry,22563,5
arrexisbrown,31644,5
abaranowski410,34935,5
Amy,80841,5
Mary,80238,5
purdier,82288,5
katmrounds16,67507,5
phillyqueenie,67507,5
aubrey_irvin,40899,5
sarah.comerford.24,67531,5
hannaej91,77949,5
cnicole47,50818,5
arrexisbrown,16411,4
Eva,28252,5
Piper,73186,4
Nika,70478,4
aka.hsmith,84928,3
callawaymr,84928,5
Piper,58990,3
kmagiera87,44261,5
aka.hsmith,89044,3
Randelle,32403,5
aka.hsmith,89042,4
Bailey,48629,4
ymmik85,56780,4
the.violinist123,67022,5
Carli,59176,1
Mindy,28967,5
AudreyAnn,40899,4
lindsay.scola,59176,4
ke31082,57369,3
Jodi,78573,5
msgchammond,78573,4
Charlotte,78227,5
karleemills,77878,3
jusbcuz_janet,70230,5
kylienm12,21296,4
nicolebark,32406,2
Jessica,78573,5
Alejandra,82256,4
Demitra,82256,3
mrskoumalats,84931,5
meredithlynnforeman,32405,4
thezaniah,32405,4
flaigda,32405,5
cbergmann130,106242,4
lindsay.scola,21296,5
Taylor,31752,2
Hannah,44893,5
Holly,50818,5
terayle.baker,34935,5
andilayne,34935,5
jusbcuz_janet,24853,5
nattybarlas,107041,5
Brittany,80841,5
Betsey,89042,4
Betsey,57369,5
jusbcuz_janet,57369,5
amandalizabeth,69157,5
j.m.fugler,73186,3
Jessie,89042,3
Rosalin,73186,5
cassidee.c89,77625,5
c.l.cesarin,49525,4
diane_eilerts,82288,5
bkzing18,67194,5
Lucy,49525,4
Meghan,32403,5
Becky,67194,3
yxy8908,61110,5
brisa.tinajero,50818,5
aned12,57369,5
Courtney,67531,4
thepassingshow,107539,5
cjyovich,67022,5
Gina,28252,5
singloud1001,34935,4
patricia.meringer,31644,4
vkalina,60724,3
samavril,60724,4
swimgirl417,32403,5
Jocelyn,44261,3
Ingrid,36172,5
c.leecampbell,77998,3
Kris,34931,5
Angele,84928,4
Mindy,34937,4
Katherine,34937,4
Tamara,78224,4
kylieali,32403,5
dmnoller,32403,2
jennifer.worsham,44893,3
cloie.andrysiak,32403,5
Angele,73186,4
nest,77949,4
tessa.1119,54222,5
Laurie,64921,5
Shylee,69157,5
erica.l.davies,77959,4
Ingrid,82256,5
Katherine,56289,4
nicolle.lafaurie,32236,4
megan.j.ensign,67507,2
kylieali,67507,4
krislyn7171,62447,5
lostandconfused.1,78573,4
rjnew3022,28967,3
gavdz2,87051,4
aazaremba,49525,5
Jocelyn,87051,4
kaiti,49587,4
penelope.ariel,49587,4
Lynn,78573,4
Krystalyn,62447,5
r_s_coleman_79,62447,4
abignale.richardson,22563,3
aazaremba,64745,5
GryffinDorah,40899,5
douglass.maddie,68332,5
Hilary,34935,3
Hilary,24853,2
penelope.ariel,57369,5
belleholder,82288,5
vforrestal,16411,2
collinsmaryam,21296,4
kyandi,28967,4
quadrangles,77949,4
cyjones9,77949,4
sheenashopaholic13,49587,5
stacyhello,80427,5
kitty_kat_081,82288,2
Bekah,34935,5
bd_stoesz,34935,5
kellerkl,27439,5
penelope.ariel,50818,4
maxine.smith86,32405,5
amiya.vaz,84436,5
Star,55967,5
Katie,71434,3
stephanie,21296,5
Lijie,21296,5
raebanga,67531,5
crsmart,82092,3
Maria,32236,4
latognetti,32236,4
caihechris,72816,5
Mo,54222,5
Stephasaurus,82288,5
joy.ogundare,57369,4
bluestblueever,21296,5
superelectronikx,69157,5
quadrangles,89042,1
pearcebarnum,65046,4
Karen,32406,4
m.valenzoozoo,89042,3
kitty_kat_081,32406,5
aliya,80238,5
a.j.gustafson,70538,3
christinecasper,67022,5
bthom77,32403,5
aleithea,77625,5
diane.edwards.919,67022,5
amanda.h.donaldson,65046,5
kalishahissett,34935,5
es0038,57369,1
judy.spurlock,59176,5
elizabethpaigegreen,67507,3
pellegrino.briana,59176,4
cp790212,22563,5
Meg,32406,5
lukesmommy85,70538,5
ilikesuga52,50405,5
Shelly,47397,5
Gladys,34935,5
ilikesuga52,32406,5
Talya,34937,5
missemmaluz,31752,2
raebeaudry,75947,5
Rachael,34937,2
mel4231997,76049,5
suzieanns,49587,5
mel4231997,70230,5
eferna01,77803,5
skittlzz,24853,3
maureenh.mcdevitt,82288,3
Amyleah,69157,5
judy.spurlock,56780,3
melissalynch33,62447,5
Eva,77878,4
lidia.aurora01,32403,5
fultonva,49587,5
anam.pal,85507,5
Meghan,31644,5
nadinerudkin,105202,3
Lizzi,67531,5
summergriffiths,54222,3
anam.pal,54222,5
therandomsinger,54222,5
sian.aston,59176,5
tuesnxt,76049,5
Tonya,35525,5
alopez1123,57369,5
jacksonsydneyj,80238,5
chelseahopla,80238,5
malarie,77998,3
jeweliecosta,75947,5
vickijenn,75947,4
lori.ferguson8,87051,3
comdiva,87051,4
saranicks36,31644,5
kjbozner,32236,1
sian.aston,49525,4
Sandra,106758,5
jmcorun,22563,5
jessica_silva_m,62447,5
Jennell,32406,5
Betsey,34935,5
kathykins56,32406,1
aka.hsmith,63583,5
alicia.hoag,68332,5
Dana,77625,2
summergriffiths,68332,5
eretten,84928,5
Nicole,110169,5
Zoe,77949,4
Dee,16411,5
emenges89,54222,5
Sandra,67194,4
belledejour1026,67194,5
jillbrauchla,67194,5
squid4life13127,75428,5
graceandreaarellano,21296,5
Ann,24853,5
jacksonsydneyj,44893,5
hollyhlong,107043,5
Keshia,34935,5
b_brignell,52406,4
Yarissa,21296,4
melaniecatherine,56289,4
melaniecatherine,80841,5
Emani,34937,5
Jillian,63583,5
sararae27,57369,1
Rachael,71434,5
sophia.pratt,62447,5
goretygallardo,67022,4
emr208,69157,5
shannonbarber89,63583,5
Tracy,57369,5
ibsuisuseki,70478,5
vlfries,107043,2
carrigan.lauren,73186,5
Frankie,82288,2
jtpeterson87,7443,3
Rita,69630,5
Taiko,69157,5
veronicasamsel,24853,3
Kelley,107539,2
Toshia,32406,1
blueflyroza,57369,1
linzard173,32403,5
Debbie,32406,2
swirlycookie,34935,3
elliewess,34935,5
zhao.je,57369,4
anasquirrelygurl,107539,5
Heather,106242,5
megabootay,28967,4
rosie_965,69157,5
workingtheloa,73186,4
charlotteallen61,28252,5
rosie_965,56780,5
Ellen,32236,5
catvseaton,70230,5
Ali,63583,3
jbeckem120,65046,3
sherry.parnes,82256,3
Maeve,11960,5
tree.painter23,62482,4
thelobsterhug,44893,4
cicci514,62482,5
Kirsten,107539,5
Katherine,31752,5
Kirsten,59176,5
elliewess,70538,2
sh00titzsam,50818,3
neonlovedesignsacc,34937,5
katgotschall,110169,5
abbyjneese94,108550,3
pradha.britt,34931,5
Harshitha,61110,5
Nyambura,62447,5
sabrons,77803,5
workingtheloa,103764,4
katie2013davis,22563,5
kimagyar,22563,4
melausankacrues,32236,5
Ciara,77879,5
zelechowskic,59176,5
sakinelski,82288,2
lilikii,59176,2
kikinou,108550,5
my_pain_is_beauty,31644,5
rachel.m.mackenzie,77949,4
k_torchwood_pythons,77878,5
madeline_birch,75947,5
catherinefsutton,47397,3
rebecca.fisher2008,47657,5
crystal,69157,5
rachel.m.mackenzie,105593,5
P,56780,5
mmarieh27,107539,5
young.marycatherine,34937,2
Jennifer,7443,5
Aly,65046,5
sarahworden,28967,5
laura.a.parisi,28252,5
rhassing,28967,5
d.orwig28,107043,4
Taboolala,107041,4
Jasmine,64921,5
ashes.pheonix,89042,2
Rue,32406,3
kimagyar,31752,4
zelechowskic,70538,5
chloe.s.s01,32403,3
shine_tilly,34931,5
neonbalroom,67531,3
julia.hollidayscott,67531,5
valmac15,44893,3
chelseyodgers,70538,5
chloe.s.s01,50818,5
lilikii,44893,2
sleeping_beauty421,78224,5
mhy202,103764,5
molly,34935,4
msang021978,61110,5
ginalove294,34931,4
100daysofrain,105593,5
abigail.crooks,24853,4
hes359,103764,5
tarasands,52406,5
bumblebeester,72310,4
kkathalynas,72310,5
kelsey.hassard,72310,5
fannyfalter,75947,5
ginakallweit,72816,5
Kayleigh,69157,5
sally_paige,73186,4
cassy_d2123,73186,4
msang021978,31644,2
laurenwulff21,50818,5
dimondeq,87051,4
lacolwell,67507,5
dimondeq,67507,5
Sunshine,73186,5
Johanna,49525,5
Myah,89044,3
melissajreichert,82256,5
samanthasynold,107043,5
carynbmalone,59176,4
dimondeq,34931,5
Allie,71607,4
sabrinanisan,22563,5
kpagliaro1975,55967,5
mhy202,44893,3
Tahnee,32236,2
crzylaydy,85507,2
drake_ash,24853,5
markey.caitlin,77998,3
rebecca.lattrell,78224,5
asrabreaud,78227,5
kristyandnathan,24853,5
chicodany78,78224,3
Erin,44261,4
Mari,28252,4
robinsokc,40899,5
lvaccarello,72310,5
christingh90,78573,5
mobiusmoose,67194,5
lorien.oconnor,31752,4
bridget,78224,4
kristiglasgall,57369,2
valyn,67507,5
taylorlynne1227,67531,4
mikhel.kushner,11960,5
indi,32403,5
rinnifer1001,32403,5
natasha_pan,54222,4
supersusan,32403,4
Kendall,107794,5
kristiglasgall,67507,4
summerj0305,67507,2
danamelvin,107043,5
laura_jo_05,21296,3
DJhonna,21296,5
s.fritsche,67531,5
bethkklassen,34935,5
Rose,60724,5
hrhladykatie,60724,4
Justine,32405,3
c5498y,32405,5
elissa.mikol,103764,5
Lori,16411,4
Ashleigh,16411,3
katrine,16411,2
asrabreaud,87051,5
rlopez324,78573,5
rlopez324,77803,5
seamonkey41120,34931,5
cupcake.nerd6497,7443,4
turanlejla,68332,5
jalynne.k,32406,4
Andrea,82256,5
kristiglasgall,59176,5
xo.alycia.ox,22563,2
Kendall,76049,5
Aishah,103764,3
Desiree,103764,4
Razia,103764,5
jillbrauchla,57369,5
Tracy,67197,5
jacquelynsommer,67197,4
bethanylehman,103764,5
Erin,62482,4
pcfl21,34935,5
dafneluna,82288,5
lab4487,31752,4
blallande,76049,5
kimberlyalopes,58940,5
judith.sanchez,80238,4
Henricka,108550,4
Shandelle,21296,3
oliviaharter,103764,3
koniberreth,82496,4
erika_srebnicki,31644,3
dfrye,16411,3
howesdesign,32406,4
Stina,34931,5
seeker.of.lif3,80238,5
Stina,89042,4
Stina,59176,5
brownlauren73,32236,4
kimberlyalopes,36172,5
Kelly,36172,5
dfrye,49525,4
koniberreth,47397,5
a.sloane,64745,5
michelle.mcbride85,32405,5
alysiahume,77878,3
Sara,57138,5
Sierra,49587,5
meghan.staffiera,110169,4
katie.germano,32405,5
sereinneko,47657,5
ynotu,7443,5
tanjair,32236,5
Ann,64745,5
?mily,72816,4
actuallyjessica,107539,2
colefalon,77625,4
eeespirit,50818,5
vhess,72816,5
Halie,73186,5
jennfuquay,40899,4
Jamie,40899,5
irisliliee,64921,5
alysiahume,67507,4
semarsh04,7443,1
?mily,50818,5
mele8781,55967,3
cyddutcher,78510,5
sereinneko,77949,5
fuschiaphoto,31644,4
michele.kieweg,32403,4
sdemane34,32405,5
Cassi,77878,5
Lisa,16411,5
jennfuquay,60724,5
mele8781,84436,4
Nikki,67197,3
melanieseaward,34937,5
homebirthmum,60724,5
sbarr81,34931,5
terayle.baker,34931,5
ceroros89,34935,5
mele8781,32406,4
Lisa,34931,4
mollie.oreilly,106758,5
helloamberfish,60724,5
magoha01,32406,4
lauramn,34937,5
fuschiaphoto,59176,5
mdavis1239,77879,5
Corie,77878,4
teowens,32406,3
reese.rocks,70538,5
dezh22,82496,5
jtkalcevic,28252,4
ecuasofi88,82288,5
lkurcinka,22563,5
C.,34931,3
Taboolala,21296,3
emask7,7443,3
Jamie,52406,5
lilranger74,52406,5
fraserstephanie1984,22563,4
ashleyeliz1208,7443,2
racrobi8888,31752,4
taylorshealynn,48629,2
spazticfool7915,22563,4
nettsa,57369,4
pinkygirlee,78227,5
Andriena,50405,5
afiado,27590,5
ninjarobotpenguin,80427,5
cmwedgeworth,34937,5
wbrogers90,107043,2
leonieca,62447,5
candice.wilberg,44261,5
M,44261,3
emmaberkowitz,78573,4
Marsha,32405,5
odessa.hamidi,71434,4
info,75428,4
cmwedgeworth,32403,5
massalia5,75947,4
Andriena,80238,5
info,80238,5
samipaws45,75428,1
mjmarsac,59176,5
cgarrod22,59176,5
steviejane,49587,4
cgarrod22,34935,5
cschortmann,103764,5
kjavval,110169,4
Brook,50405,5
rocrgurl82,58940,4
sugarjam8,55967,5
hannah.renae.bush,65046,4
Renee,49587,5
jamieamartini,47657,5
bovkaybe_zub,77878,5
Lindsay,84931,3
carita41603,77878,5
cassideemcdaris,32403,5
Lacey,103764,5
amberlanglois,28967,5
icytears84,76049,5
Brett,49587,2
koppes_caitlyn,55967,5
cdawnmeadows,61110,4
sarahmaines,82256,5
hoopbanger15,78573,4
Sunday,34931,5
dcater.13,107539,4
tina.wilson,34935,5
Amber,68332,5
jen.mayeda,67507,5
Brett,32406,3
fayelite81,56780,4
tina.wilson,82288,3
katenivens,106758,4
Elissa,110004,4
marysunshine1975,65046,5
Tory,76049,4
mochamulatto,56780,4
hillymack,69157,3
knazari80,28967,5
dipantha,27590,5
ncockerill,103764,5
daniella.nordin,108260,4
Alyse,34935,5
dipantha,72816,3
Gabriella,70478,1
redfoxbluedog,73186,5
jellyhere,70538,5
Adriana,82256,5
peewee8840518,56289,4
melissa.buchanan.is,82288,4
jessica.feinstein,49587,3
rjnew3022,32236,3
shuerta,82288,5
Catherine,67194,5
nmjoliver,78224,4
Femke,77959,4
kristinanne28,112506,5
Faye,22563,5
kacy_wilson82,67531,5
katjaottowitz,54222,5
nicolebark,68332,3
rdchickht,67507,4
Alyce,32406,5
Alyce,89042,5
Alaxandra,107539,5
melissa.d10034,47657,5
joy_in_darkness12,28967,5
c.short86,47397,5
eapers,108521,5
Alyssa,34935,5
madisonbmoran,47657,5
katiekates83,110004,4
turpinmb,34935,5
Hollie,32406,5
puccioa8,103764,1
jennajones16,82288,5
Kayla,44893,5
maddievee23,31752,5
rpalaoro,49587,4
Alyce,89044,5
alyssareese01,21296,2
s.asbury,21296,4
eatshoplovedarlene,72310,5
eapers,54887,5
Catherine,34931,5
ker13sn,31644,4
ashleighd,110004,5
Courtney,89044,4
jenniferboulton,110004,4
whitney,32236,5
acrispena,107043,4
jumbledmind360,72816,5
mysisterrose,80427,5
starwarsgeeksarah,16411,4
Kendra,104741,3
therah1344,49587,4
Barbara,63583,5
Lindy,63583,5
Liza,32403,5
amber.bloom17,77878,5
hornbergerse,77878,5
kitty0305,54887,4
Yvette,40899,5
swest,72816,4
Barbara,77625,4
keelyhurrell,62482,3
greenebd3,61110,5
charliehals,61110,5
Christa,77949,4
april.lipscomb14,78510,3
mollydoll723,103764,5
Tricia,50405,5
jenniferboulton,50405,4
elyse.viau,65046,4
gracevictoriaanne,82288,2
jennysueschlack,103764,4
Laurel,27590,5
caitlin.rebecca.reed,68332,5
ModLover,82288,4
Khren,82288,1
krysowle,32406,5
tawejea,75428,5
Michele,69157,5
lauriesbowman,22563,5
Haylee,22563,5
ninjarobotpenguin,76049,5
Ayla,76049,5
kimkraft,65046,3
Lizzy,76049,5
kerstin,107043,5
Meghan,64921,5
wishup2thestars,64921,5
ashley.birkholz,32406,5
lauriesbowman,65046,5
kimkraft,63583,2
Geraldine,16411,3
ejb123,32406,4
marquez.reba,27590,1
comdiva,76049,5
valmac15,50405,5
indi,40899,5
kristaschick,112506,5
dylansuzuki,108550,4
Liz,70478,4
oluwafadekemi,82288,4
noyb02,70478,4
skaye29,84928,3
rebekah_hines,82288,3
kerstin,67507,2
laurie.budomo,110004,2
lpm7282,50405,5
Katrin,32405,4
daras,56780,4
shawley1028,54887,5
aamber81,110004,5
arborkissed,16411,5
Liz,44261,3
collarnojutsu,60724,5
Morgan,80427,2
Leah,80427,4
cfcoenen,36172,4
collarnojutsu,76049,4
Caroline,63583,5
Kathi,77879,3
Myriam,16411,5
megan.murad,77951,5
dana.myers42,68332,2
Mollie,34937,5
cav95,44261,5
sakanadesu,32406,4
akswim19,106758,5
dana.myers42,106758,3
Barbara,67531,5
mandy_larochelle,77625,5
tracy.belaski,107043,3
dgeorgepro,82092,3
sharris31,67507,3
Jamie,34931,4
abby.borders,71434,4
Carrie,71434,4
khid,54887,5
staccarp,110004,4
Jenn,87051,3
livland17,75428,4
Lisa,54887,3
Abby,105593,5
gabbafish,77878,5
Ariel,76049,5
dgeorgepro,34931,4
dawn.vadnais,108521,4
prvanlan,34935,3
Maggie,71607,5
Alisha,107041,4
kbean8705,34935,5
ModLover,78227,4
mj.crawford84,67507,3
Christy,64745,5
Jamie,110004,3
tracykadomasu,105202,4
Nicole,67194,5
Meghan,110004,2
kimberlycathell,49587,4
Emma,106242,5
cat.lugo,80238,5
Alisha,34937,4
Ellisha,54222,5
typicallysunday,54222,3
krthau,63583,5
Kelly,106758,4
beefie519,44893,3
lizamajig1184,34935,5
abbywelter,106758,4
Jessie,62447,1
spandadesign,34931,3
kkammeier,61110,2
ashley.dahlke3,11960,5
Tiffany,75947,5
kelli.bernard,84931,4
Bianca,34931,5
Tiffany,77625,5
Amber,28252,5
sugarpiehoneybunch15,106242,5
chiara.montera,78224,1
lil_angela61,76049,5
rachellerocque,32406,4
darcy10679,34935,5
vsecret001,76049,5
aditi,67194,4
kbean8705,32406,5
kconiam,32403,5
kuha415,70538,4
s.hammer21,84436,4
alliepie13,80238,5
LL,82288,2
rioscarson,77949,4
emcliffy,34935,5
lucyadney,103764,5
adele.campbell91,67507,3
Mairead,49525,5
lil_angela61,80427,5
kuha415,24853,4
Jess,49587,5
lorrainepoulin,62482,5
kristy_bebert,50405,5
dagny,22563,5
jenshack23,65046,5
britterby,34935,5
courtneybuckmaster,59176,5
Jacqui,69157,4
acerretta,32405,5
Alysha,32405,5
DJhonna,54222,5
desarizzle,22563,5
Tawney,67194,5
mhigbie314,107794,5
stephalbini,32403,5
desarizzle,107539,5
emcmullen55,84436,5
Jacqui,76049,5
sandyharned,7443,2
makaylagay,110169,5
kirraty,77878,5
Bianca,107041,5
tracy,28252,5
kittykatspringer,75428,5
ccarrico,34935,4
ortiz.julia.maria,67022,5
kotorjediamaya,70478,5
jcm908,32406,5
ishbit92,82256,5
erinprice1990,21296,5
kayleewyrostek,67022,5
Kelly,68332,5
Stacey,56780,4
meredith.younghannah,32406,4
chyna,22563,3
tammit.fisher,22563,2
brcbaby,28967,5
ortiz.julia.maria,57369,5
Anita,34935,5
ericka132,34935,3
h_a_n_r,50818,5
angela.serina,34935,5
p.perdomo,34935,4
isbeta,32403,5
leora.david,67194,5
janeclaires,57369,5
nsmith210,67194,3
smith.kaitlin,67507,4
Tina,113643,4
maddie.wunderlich,32403,3
rebecca.fisher2008,105202,5
Ramah,77949,4
Rita,73186,5
ashleybonorden,31752,5
Stacey,40899,5
quentine,72310,4
Amethyst,80238,4
Qianwen,85507,4
girleen,82288,5
ashleestanley,54222,5
katiemmcavoy,55967,5
Tianna,34937,5
audreraephotography,77878,2
dianarichey,73186,4
katkat8000,80238,5
Lauren,27590,4
ussnerd,56780,5
arlena07,32403,4
michelleleecronk,32403,4
goadriel247,47397,5
abuskager,34935,5
tiajarvi,34935,5
amarie_511,78224,4
brianneking86,103764,3
Cat,54222,5
Tierney,28967,4
Cat,68332,1
jmayr,59176,4
neverlandnailblog,22563,5
Tracy,22563,5
eliz.nalivaiko,107041,5
rwilson319,32403,5
cbenbrook3,22563,5
Cat,72310,4
kate.wegener88,32406,5
carynbmalone,32406,4
Elissa,31752,3
mdhagerman,107539,5
mathildelieutenant,103764,5
kerny_k10,107926,5
Lara,61110,4
peachtreekayla,89042,5
renee,73186,5
lizgjones,67194,5
strunkke,76049,2
deanashick,67194,4
lilyrsteig,75428,5
libraloveskookies,58940,5
dmcoraldatabase,78224,2
emily.rose1688,84436,1
b.a.forehand,70478,5
Maria,72310,4
strunkke,89042,1
n_groney,32403,4
reganscool,107794,2
holstering,60724,5
jackhutch23,31644,5
collarnojutsu,40899,5
n_groney,40899,5
reganscool,22563,3
Joanne,74508,4
Lannie,16411,2
Cassandra,82256,4
strunkke,82256,4
kteliczan,80841,1
carrie_r84,31752,4
n_groney,34937,5
nicoledreibelbis,107043,5
Allison,84931,4
Bron,28252,4
Karen,82288,5
gleniceharrison,21296,5
Cassandra,110842,4
emily.rose1688,32406,5
wheeler.truax,77879,5
Corinne,34935,5
Tiffany,82092,5
s_klinner,31644,5
methaal,103764,4
krista_dziuba,34931,2
cdehlinger7923,113643,5
njguevara,56780,5
Meaghan,54222,5
capriciousoracle,69157,4
Sara,78224,5
mcapobianco5,108981,4
margieks616,63583,4
Renee,28252,3
Danielle,7443,4
laura.hartman,7443,4
harpster81,77998,5
leannag5,76049,5
bombing.london,28252,4
abigail23cookies,80238,5
jennisthedude,28252,5
aquarius21490,32406,5
randerson938,107043,5
meeka87,32406,3
toonycaro48,68332,4
katherine,67194,4
garritys,76049,5
jenpetersen,76049,5
maureenmoody,31644,5
randerson938,50405,4
Audrey,31644,4
tiiunineteen82,80841,5
abigail.weiner,107539,4
ncontreras25,107539,3
hchamilton,70478,5
Shannon,47657,4
emily5494,62482,4
ModSusan,75947,5
Oddity,57369,5
ModSusan,62482,5
easkoli,110004,4
Niki,27439,4
julie,113512,5
ashleylgrau,78227,5
fragglecat,16411,3
wosbriones,49587,3
Ldubbs,87051,1
MellBell,50405,5
ishshahtello93,22563,4
Kelsey,58940,5
linthicum_s,75428,4
lenaaa,34935,5
Faith,21296,5
ashley.l.ireland,21296,5
cjblom,59176,4
Christine,80841,5
jcyoung211,75428,5
Bonnie,107539,1
rachelshirley,77959,5
Tasneem,106758,5
ninjarobotpenguin,80841,5
ashley.ferrell,70478,4
harman.bonnie,28967,5
shannonhaswings58,104356,5
mabelineong,73186,4
cjblom,34931,4
jcyoung211,62482,4
kaward1,69157,5
emlyha,67194,5
bethanywyllie,105202,5
earthykat,56780,4
Reagan,56780,5
Clair,32405,5
autumn.slate,32406,3
shannonhaswings58,32405,5
jlbetzer,70538,5
Lillith,54222,5
lauren43090,65046,3
sarahrittersdorf,73186,2
nsbrega,62482,5
nphi018,84436,4
vlmitchell1,44893,5
Cheyenne,70538,5
lisaraef,50405,2
amandabru,87051,5
aleciavb5,57369,5
Shana,44893,4
Margaret,67531,4
Sunny,32405,5
jj.porter,77878,5
Georgia,69157,4
leannhengel,69157,4
Chelsea,61110,5
ambercortes,57369,4
Daniara,62447,5
Katie,76481,4
amylweishaar,62447,4
sah61684,34935,5
lauras3d,21296,5
jj.porter,54887,4
lauras3d,54887,5
Jessica,11960,5
deb_vs,44893,5
deb_vs,62482,3
aemajeed,32403,5
Audrey,32403,3
auroramoonchick,32403,5
Kristen,67197,5
amandabru,67194,5
brunapalma,80238,5
amylweishaar,56289,4
linnerb77,73186,5
kristiglasgall,21296,4
Victoria,49587,3
katlynkemnitzer,108981,5
Natalie,54222,5
Danae,27439,4
sabrinazappa,78227,5
kerriebrandon,78573,3
alex_dixon,44893,5
Janet,16411,4
weezergirl87,27590,5
dritta,57369,5
Tamsin,67507,4
Allison,54222,5
martanels,84931,2
Patricia,32406,5
lindsay.a.schroeder,77998,1
Debra,7443,4
Rosheen,7443,4
chiad15,73186,4
vlgclx79,21296,5
peteymcgee715,50405,5
susjlong,31752,4
Gabriela,59176,5
S.M.,67507,5
jess.l.allen.51,67507,4
jeannettetoe,107539,5
anime_luver29,77878,5
nlhiggins03,77878,5
alex_dixon,78224,4
Erin,49525,5
ctalbert,32403,4
cmkalino,67531,3
Kiersten,58990,4
steph_sleek,70538,4
cherylng,107539,2
deb_vs,27590,5
alegarrard,77878,5
Brie,103764,5
katelynmurray,70538,5
lafoi87,56780,5
melgdaniel,64745,3
Annmarie,31644,5
jamie.nieb,22563,5
sarahmroach,77949,4
Monica,67531,5
deamberjaggers,34935,5
Teresa,50818,5
adubski,34935,5
devon,67507,5
hannahl_93,80238,5
jamie.nieb,34935,4
ampzinkand,70538,2
dsg0502,64745,5
ntsullivan,22563,4
mazsoccernfl,77879,5
Jenni,77878,2
ariarrhythmia,75428,5
Anita,44261,3
fallen.dreamer,70478,5
angela_wiederich,49587,5
lushbaker,108260,5
Sandy,54222,5
alkuleck,62482,4
melgdaniel,54222,5
aubrey89,80427,5
kelseylynn180,69157,5
puckettg,57369,5
Erica,32236,5
readingtoknow,50405,5
delaneybrown27,50405,5
rstark005,62482,5
smithcn,50405,4
Daniara,69157,5
amybburger,113643,3
Connie,107043,1
jamieheilig,7443,4
lovenigma,69157,5
heatherstadler,70538,4
Undisclosed,107043,5
adurst08,52406,5
jessypawelski,107043,5
aliimariie03,105202,5
Selena,55967,5
ddefelice8,75947,1
crystalnorbeck,34931,4
Laurie,34931,5
Roxan,107539,3
ljcastillo90,80238,5
marklisa01,34935,5
Holly,49587,4
Karlene,44261,4
natalee.debruin,44893,5
lazberry,103764,5
ModJulia,103764,5
maria.v.ford,34937,3
achesley329,27439,5
melissa.jaegermiller,58990,5
sophia.cantwell,78573,4
Undisclosed,72816,5
amybburger,67507,5
Tessa,21296,3
erinupp,60724,5
skokista,16411,4
Shatrina,49587,4
witchyone131,31644,5
kizzakira,31644,2
jennifer,7443,3
melissarachel16,31644,5
talitha82,63583,5
christine.m.vais,31644,4
Corinna,68332,4
innisfodhla,34931,5
s_jaggard,34935,5
sarakglover,34935,5
misstmorris,7443,2
emmalate,49525,4
omari316,67507,4
Vina,11960,4
smiller0733,28967,5
Lei,50405,4
